13 14 0 17187 880 0 10
36 30 0.523950
28 4 13.369639
28 24 4.251161
31 18 17.667075
4 43 4.944743
8 10 18.881058
15 3 17.712190
32 22 16.003647
1 22 3.736693
33 36 15.135578
46 11 0.388624
27 32 19.810762
28 16 19.641892
0 12 11.064258 18.433618
0 9 9.658376 11.476178
1 8 10.121680 64.613492
1 5 11.070218 33.800115
2 12 24.330910 10.462113
3 12 24.750238 6.559411
3 9 38.690120 28.972718
3 7 29.249788 6.452564
3 4 9.412511 44.353598
4 8 43.692478 34.178570
5 7 24.727349 37.587630
6 7 17.243059 28.582215
8 11 46.063454 38.446711
10 12 6.846770 28.614439
