15 18 1 47850 588 0 10
12 17 0.759347
10 2 0.131193
32 25 12.719786
1 32 7.802353
1 2 1.340189
23 20 13.767840
9 13 4.519370
31 1 4.171222
26 24 12.514939
37 29 19.095681
2 14 18.094341
22 20 18.966931
5 21 7.663409
34 28 12.294586
41 20 0.636619
0 13 23.487570 47.983328
0 5 47.042050 17.930531
1 11 14.768651 25.623191
1 8 49.669342 32.558183
1 4 27.994199 11.375954
2 14 3.370902 20.500498
2 13 15.830022 3.815770
2 9 49.515783 10.913200
3 12 35.545759 15.854810
5 12 37.234273 29.318630
5 8 15.734848 8.889623
6 12 49.324287 17.626065
6 11 46.271900 28.650311
6 10 44.439522 13.372823
7 11 25.296604 27.511917
8 11 12.970406 10.864675
9 13 24.661647 6.247660
12 13 8.005794 35.806874
