18 25 1 6300 1636 0 10
41 8 11.517663
27 17 13.587318
13 27 0.935407
42 11 9.609094
48 2 15.326141
7 5 9.049329
22 5 5.422046
39 14 11.373991
33 41 8.999160
45 39 6.799003
11 40 12.952498
40 26 9.327244
43 2 4.201371
31 24 7.888572
39 48 14.691455
27 1 17.346938
23 33 14.646350
12 39 12.279372
0 15 25.134741 18.965156
0 12 31.787046 6.569784
0 4 16.235496 11.435957
0 3 44.234579 5.772354
1 13 40.610608 9.246112
1 5 15.210623 29.243167
1 4 41.483680 44.265621
2 17 38.101416 23.885446
2 10 37.494270 17.232047
2 8 29.061529 29.649595
2 4 33.222636 56.714483
3 7 48.310491 8.150880
4 12 6.562464 5.654075
4 8 43.269384 56.854500
6 15 4.647794 12.797260
6 13 10.511777 31.101685
7 16 25.906515 39.635141
8 16 41.802719 23.640033
8 13 33.567746 31.544343
8 11 49.483961 28.483414
9 14 48.726822 16.047232
9 11 9.941253 18.021826
10 17 13.873501 2.551538
10 16 5.716917 27.241046
11 13 8.767406 9.471749
