17 22 0 38052 477 0 10
31 19 10.009361
24 47 8.728465
8 34 7.596101
22 32 1.983897
7 13 15.150530
16 49 8.729753
30 2 10.345458
34 18 4.723394
33 45 6.970144
41 0 13.816203
11 30 13.239752
19 29 14.933273
33 27 19.404733
29 22 10.917527
34 37 7.322915
38 11 10.780479
6 23 9.800532
0 13 47.330081 4.669133
0 7 1.385092 5.577657
0 3 17.233218 29.490224
1 8 29.535964 17.219331
1 3 20.216421 28.446337
2 13 19.633577 25.523503
2 4 4.438932 24.022593
3 14 28.953073 24.610815
4 15 49.616722 45.620744
4 11 45.253569 26.731760
4 10 28.637885 26.364159
5 16 10.020875 34.920659
5 15 0.012112 54.216427
6 10 39.031082 39.612418
7 13 35.483905 8.749152
7 11 33.068628 23.635424
9 12 1.722908 46.641260
10 16 26.070263 14.529967
10 11 27.838652 11.118841
11 16 12.945470 15.923200
12 15 8.369575 32.874051
12 14 5.186984 16.598183
