10 16 1 13650 487 0 10
13 31 15.510751
30 28 9.041417
22 23 7.172661
35 16 4.300012
0 19 18.963368
8 0 2.936351
23 35 12.413981
21 8 7.915217
29 14 19.061380
29 32 12.957420
0 9 49.390908 22.666480
0 2 5.565720 12.759948
1 9 38.873181 4.176135
1 8 25.738903 14.368089
1 6 30.953349 10.958973
2 8 3.239284 21.912386
2 7 8.779427 28.901704
2 6 49.571604 23.821110
3 8 25.180357 7.650714
3 6 46.907118 22.866636
4 9 39.654477 63.462155
5 8 17.776149 35.087395
5 7 16.919081 15.387828
6 9 31.439459 10.078007
7 9 22.770477 43.870720
7 8 7.401932 12.766602
