13 14 0 20531 269 0 10
36 30 5.399429
28 4 4.340416
28 24 16.507699
31 18 11.030691
4 43 4.519961
8 10 3.248618
15 3 14.242118
32 22 7.846714
1 22 3.660766
33 36 0.995663
46 11 7.549760
27 32 7.657395
28 16 0.082795
0 12 16.276858 27.834818
0 9 33.244983 6.841011
1 8 38.347350 35.938323
1 5 32.754707 32.579373
2 12 14.769423 8.396941
3 12 48.309574 3.771797
3 9 45.877856 23.176393
3 7 48.004733 4.831102
3 4 41.384651 69.629118
4 8 5.464203 26.093642
5 7 39.080032 44.356737
6 7 40.775445 34.043148
8 11 36.380891 41.609849
10 12 27.174483 37.335943
