10 16 1 33175 1034 0 10
13 31 2.078283
30 28 17.864775
22 23 13.091883
35 16 3.528907
0 19 12.349732
8 0 0.715267
23 35 1.784225
21 8 12.819065
29 14 13.733534
29 32 1.842906
0 9 48.241506 22.690082
0 2 47.554588 16.154443
1 9 29.403917 6.777426
1 8 42.965417 22.425702
1 6 46.948254 17.814430
2 8 24.974652 16.465456
2 7 2.379576 29.312473
2 6 3.938928 21.792651
3 8 20.615067 8.083601
3 6 31.477943 30.980136
4 9 24.125605 58.723509
5 8 25.118931 38.433674
5 7 7.014212 25.322887
6 9 37.408436 10.318170
7 9 11.240933 45.062140
7 8 9.830296 18.403140
