14 15 1 13675 1067 0 10
8 35 9.121786
27 6 2.275596
3 29 5.660739
34 23 19.417347
13 10 4.416065
19 38 18.042079
20 30 17.854216
17 32 5.711779
46 45 16.492334
28 24 1.365986
6 32 5.276489
31 8 16.320976
36 23 5.559669
17 29 15.348632
0 2 10.806291 14.320880
1 11 31.334514 7.890286
2 10 5.992226 6.815119
2 5 47.236033 30.010579
2 4 13.178479 34.829790
3 11 3.879730 25.681668
3 9 41.345089 9.368852
4 11 43.827297 27.543263
5 7 48.845580 6.870079
6 11 18.464590 48.955540
6 10 10.556450 27.545754
6 9 42.024487 12.713957
7 8 4.800623 47.566440
11 13 38.027120 48.175658
12 13 9.338627 38.097551
