17 22 1 30555 601 0 10
31 19 15.676441
24 47 15.545887
8 34 7.446617
22 32 3.226433
7 13 3.666367
16 49 14.340057
30 2 9.222397
34 18 5.876290
33 45 17.741001
41 0 11.628274
11 30 14.567713
19 29 0.105689
33 27 7.058366
29 22 17.595166
34 37 6.183961
38 11 16.607192
6 23 6.906461
0 13 48.186851 5.213843
0 7 16.724228 4.037711
0 3 7.959153 21.229891
1 8 19.608329 15.228638
1 3 17.150523 27.750046
2 13 10.580129 26.973956
2 4 9.793673 41.385717
3 14 37.290609 25.940520
4 15 7.837313 48.715404
4 11 14.260359 38.582611
4 10 11.147253 28.254817
5 16 9.963992 32.655308
5 15 8.877083 85.680973
6 10 41.554451 52.523046
7 13 19.127888 9.519779
7 11 46.639974 21.882530
9 12 22.662416 37.912005
10 16 34.449549 10.901590
10 11 45.953090 12.999837
11 16 22.310301 15.479820
12 15 9.819669 21.156186
12 14 11.529504 16.660770
