18 25 1 13175 570 0 10
41 8 12.835127
27 17 15.001124
13 27 18.569773
42 11 6.280499
48 2 17.477952
7 5 7.835693
22 5 10.710087
39 14 13.533876
33 41 18.936548
45 39 11.608905
11 40 0.169938
40 26 6.474603
43 2 16.020438
31 24 5.857713
39 48 12.336582
27 1 1.263209
23 33 19.247400
12 39 16.929649
0 15 5.202918 19.447380
0 12 24.045351 8.738190
0 4 34.545038 15.668854
0 3 47.143691 3.905386
1 13 30.119102 11.132838
1 5 1.675821 26.361263
1 4 38.599309 38.783080
2 17 21.565123 21.477058
2 10 32.873511 14.284246
2 8 31.075774 44.507229
2 4 38.495728 57.384565
3 7 17.133046 5.099488
4 12 0.149133 5.468224
4 8 35.523690 68.341583
6 15 29.895829 6.826647
6 13 15.429533 32.733130
7 16 46.929273 42.276181
8 16 20.075042 22.916752
8 13 1.224460 27.892311
8 11 0.517243 22.253360
9 14 23.730225 17.597303
9 11 6.484254 14.539305
10 17 41.371696 1.762945
10 16 16.630090 21.685932
11 13 19.203734 13.690140
