15 18 0 26316 993 0 10
12 17 13.956287
10 2 0.791602
32 25 1.848880
1 32 6.669365
1 2 6.870292
23 20 14.562039
9 13 15.755641
31 1 18.868113
26 24 3.576995
37 29 13.785960
2 14 19.774149
22 20 1.552719
5 21 9.088399
34 28 1.259332
41 20 3.101065
0 13 31.916115 27.383081
0 5 47.868385 14.109656
1 11 38.519789 40.038484
1 8 15.990363 48.679693
1 4 24.566810 10.444773
2 14 19.430227 14.097093
2 13 4.092178 5.676273
2 9 10.458243 11.267801
3 12 39.965748 20.830362
5 12 5.656308 23.465087
5 8 1.485540 5.714148
6 12 4.311758 17.002240
6 11 29.510310 17.844182
6 10 14.309825 7.600992
7 11 6.895459 21.962007
8 11 7.895337 8.152940
9 13 33.937421 5.616937
12 13 31.350554 33.271835
