19 20 1 458 313 0 10
9 29 1.889215
1 5 15.014239
4 16 11.678018
29 49 9.199892
43 37 11.903106
14 32 3.989886
11 15 3.165243
35 23 13.225532
18 13 18.035108
14 20 3.495486
41 21 10.633961
36 19 4.137401
49 25 4.785340
20 11 16.761952
36 25 16.188988
44 20 18.939437
49 12 4.752625
26 5 11.767381
29 39 2.617333
0 11 2.604889 34.587429
1 9 21.432247 37.250414
1 3 35.498247 78.754275
2 15 40.351059 62.340039
2 8 36.653546 19.908399
2 5 8.622672 32.568424
3 5 23.841749 41.433009
4 14 14.376314 24.400055
6 13 47.792433 10.557880
6 8 36.663345 10.525499
7 16 31.028136 33.073700
7 11 3.223704 5.215584
10 18 5.153126 40.234268
10 17 40.340078 41.098351
10 15 23.114627 4.239646
10 12 27.098243 17.331031
11 14 40.715846 9.086342
12 15 1.221730 13.934315
12 14 26.068811 19.815664
13 16 45.737237 53.143785
