15 18 1 14697 792 0 10
12 17 15.065232
10 2 12.629641
32 25 3.185131
1 32 1.326129
1 2 14.581805
23 20 18.984125
9 13 16.804845
31 1 2.793523
26 24 3.973539
37 29 7.208117
2 14 6.950567
22 20 6.589161
5 21 13.440306
34 28 15.399962
41 20 7.972684
0 13 18.056521 39.710733
0 5 10.459313 13.531661
1 11 45.647439 39.821602
1 8 2.791660 46.705364
1 4 17.967644 14.355089
2 14 26.088770 10.414409
2 13 14.639413 6.186025
2 9 46.860950 6.448895
3 12 31.931510 12.243700
5 12 5.617817 19.766994
5 8 2.284089 6.838602
6 12 25.369830 17.464573
6 11 15.650220 18.372736
6 10 28.690839 13.116300
7 11 31.246152 41.732649
8 11 29.974530 11.157868
9 13 7.962805 6.280452
12 13 41.340383 53.958018
