15 18 0 13350 1216 0 10
12 17 2.701405
10 2 0.480117
32 25 5.601119
1 32 16.248598
1 2 8.950172
23 20 2.460840
9 13 5.900199
31 1 7.623802
26 24 5.814163
37 29 7.563208
2 14 5.446315
22 20 6.876482
5 21 1.655504
34 28 11.401542
41 20 7.105704
0 13 15.943203 25.341970
0 5 12.410164 18.341449
1 11 23.139153 26.015348
1 8 49.898375 32.731551
1 4 22.879347 14.469968
2 14 12.299109 20.101499
2 13 26.964838 3.768485
2 9 3.339557 9.741981
3 12 27.272385 19.597963
5 12 24.339845 24.280631
5 8 23.494456 9.964782
6 12 18.707321 15.936965
6 11 7.998362 25.994907
6 10 5.221069 11.642246
7 11 10.826965 26.127164
8 11 13.652003 8.257347
9 13 3.417906 4.855372
12 13 36.898163 45.383051
