15 18 0 14939 1086 0 10
12 17 3.458142
10 2 6.098453
32 25 13.523135
1 32 3.739339
1 2 4.503633
23 20 8.521139
9 13 6.049090
31 1 11.831490
26 24 8.286469
37 29 13.920274
2 14 11.036562
22 20 17.325677
5 21 19.535701
34 28 5.244940
41 20 18.461505
0 13 20.792601 47.181637
0 5 3.086291 17.955366
1 11 43.841678 23.593978
1 8 15.948680 50.407284
1 4 18.097624 16.753126
2 14 49.547405 10.590995
2 13 39.258717 6.240044
2 9 47.791031 8.443804
3 12 31.181161 22.918756
5 12 7.252420 29.420891
5 8 2.901716 9.244024
6 12 22.018969 12.946859
6 11 7.175829 21.739102
6 10 16.932081 14.087034
7 11 12.722724 23.552993
8 11 1.925398 7.137348
9 13 41.825330 5.281973
12 13 38.046926 32.823129
