16 20 0 34145 622 0 10
3 9 7.695342
40 23 7.191970
6 47 3.718351
15 15 17.947847
28 26 7.738337
19 26 16.627313
15 38 9.162015
31 15 11.614298
14 48 7.705501
38 11 3.290075
23 13 2.154645
5 15 9.377706
30 39 1.756053
15 33 6.443666
1 33 11.976800
4 4 11.473020
0 3 37.927290 22.061514
1 15 44.442463 63.626371
2 8 8.312038 11.102962
2 5 25.989551 46.604880
3 7 19.067256 22.784391
3 6 31.801618 45.657760
4 10 29.683326 26.479842
4 7 14.295448 16.370038
4 6 31.083244 34.556786
5 13 17.009092 9.540080
6 14 32.070102 21.600852
6 13 41.915281 9.604484
7 13 1.431449 43.491971
8 11 44.685423 44.712808
9 12 45.301546 39.336247
11 15 49.759023 16.207515
11 14 1.521017 30.693278
11 13 2.086485 38.794547
12 15 38.550309 52.174973
12 13 31.034276 25.227139
