13 14 0 19109 276 0 10
36 30 10.113266
28 4 5.520339
28 24 3.110875
31 18 2.218712
4 43 6.049629
8 10 13.000356
15 3 3.082473
32 22 7.163399
1 22 19.938851
33 36 7.412130
46 11 17.046486
27 32 18.459553
28 16 5.791479
0 12 33.017478 29.461207
0 9 1.779001 11.611434
1 8 9.712797 46.720424
1 5 6.342196 40.634818
2 12 27.533889 10.503737
3 12 25.575800 3.679573
3 9 49.005807 24.789717
3 7 48.028316 7.364148
3 4 3.762773 71.596552
4 8 11.087393 31.103427
5 7 28.858259 33.025808
6 7 44.040850 38.860375
8 11 44.119962 48.228126
10 12 5.094766 35.079444
