15 18 1 23260 345 0 10
12 17 14.531996
10 2 0.549133
32 25 18.914839
1 32 0.043454
1 2 17.154766
23 20 9.658949
9 13 17.978482
31 1 17.694503
26 24 0.786148
37 29 13.090549
2 14 5.684010
22 20 13.592229
5 21 8.548713
34 28 5.472641
41 20 12.265613
0 13 30.005414 38.611930
0 5 25.019311 17.886689
1 11 43.982956 27.122860
1 8 12.633100 27.887647
1 4 11.599864 12.061653
2 14 2.517602 16.936836
2 13 43.617220 6.967164
2 9 18.880389 12.365478
3 12 47.930990 18.715162
5 12 30.055846 23.857027
5 8 40.314860 9.081790
6 12 35.054162 13.416775
6 11 7.728425 27.250025
6 10 26.260803 14.038076
7 11 12.945790 33.259732
8 11 7.590117 6.440310
9 13 35.363158 5.878750
12 13 5.638936 49.289523
