18 25 1 27950 429 0 10
41 8 16.979592
27 17 11.135928
13 27 3.448668
42 11 6.750020
48 2 0.672356
7 5 0.283858
22 5 14.318188
39 14 11.669529
33 41 15.777989
45 39 4.541352
11 40 11.742661
40 26 17.923135
43 2 2.385749
31 24 5.772480
39 48 6.627001
27 1 11.939020
23 33 12.300596
12 39 5.087930
0 15 18.701451 21.186302
0 12 15.534814 10.730951
0 4 49.385768 10.554747
0 3 25.002000 4.090664
1 13 43.456689 13.594626
1 5 23.670062 45.574236
1 4 40.147943 30.897901
2 17 18.485138 12.405222
2 10 3.190772 15.000408
2 8 42.818462 33.785199
2 4 8.639755 70.852704
3 7 11.721247 4.596633
4 12 10.136217 5.344759
4 8 20.015095 63.640850
6 15 6.903937 11.523545
6 13 7.660926 34.788041
7 16 17.570536 37.559977
8 16 32.846540 18.747257
8 13 37.874812 22.922146
8 11 1.266596 19.151274
9 14 5.547503 17.594694
9 11 41.194968 20.874937
10 17 26.446540 2.706676
10 16 2.718439 16.582051
11 13 28.874889 14.684395
