18 23 0 9375 470 0 13
2 14 17.605319
19 19 11.236981
4 11 5.081598
12 14 14.188235
15 24 9.710680
15 10 12.385251
15 17 10.550777
24 15 8.192803
11 12 18.230300
22 1 15.446533
21 6 1.508264
20 9 11.873314
6 1 21.358682
13 4 5.294534
5 5 7.380293
13 12 5.787472
0 11 6.615864
15 21 19.034313
0 16 35.783748 6.530555
0 8 24.427459 16.190227
0 7 15.960527 27.361558
0 5 14.430182 18.410024
0 3 2.560184 13.111327
1 11 2.839925 10.697107
2 14 38.430735 10.753938
2 5 48.560025 16.637381
3 15 44.735247 2.987709
3 13 37.908760 14.739253
3 6 9.791127 5.186276
3 4 14.137381 14.366243
4 10 11.519188 31.700349
4 8 48.298341 18.904462
5 15 37.958178 4.134829
5 12 13.656635 21.985440
5 10 24.170801 10.635212
5 9 35.863143 20.086264
5 7 5.760689 18.559176
9 13 5.687960 9.542487
11 15 3.513422 8.883171
12 14 46.717702 4.826333
15 17 33.841771 16.953665
