12 13 0 19696 1012 0 13
20 23 5.690203
1 19 16.442009
21 4 5.154270
3 22 17.930752
16 22 15.880546
0 19 22.074267
2 18 2.589323
22 8 24.087592
15 22 22.552242
9 12 17.590918
17 12 18.146841
22 19 10.461107
0 8 25.532653 8.909064
0 4 1.883891 4.621856
1 7 8.231478 38.842181
1 5 33.224858 1.345217
2 7 20.895299 7.738049
3 8 24.624005 15.179613
4 10 17.405168 13.175296
4 8 34.309380 1.454779
4 5 40.829031 18.659580
5 6 18.692849 3.041266
7 10 28.313306 9.439876
9 10 5.474141 8.728696
10 11 9.732998 12.466806
