12 13 0 26406 1276 0 13
20 23 1.780234
1 19 15.491216
21 4 22.155476
3 22 1.545497
16 22 10.628149
0 19 15.146192
2 18 21.126581
22 8 10.228203
15 22 2.004887
9 12 7.847331
17 12 6.285817
22 19 0.362239
0 8 8.969066 5.572313
0 4 45.253252 4.563198
1 7 48.614529 23.761872
1 5 33.086686 1.002261
2 7 24.469589 4.523018
3 8 42.640458 18.225253
4 10 33.601309 16.115011
4 8 40.664949 1.115229
4 5 18.485415 19.812434
5 6 14.413874 2.827777
7 10 7.541965 12.738100
9 10 20.724144 10.800779
10 11 9.758030 15.111593
