19 23 0 13529 2005 0 13
17 13 15.768333
1 15 23.154214
6 1 15.516544
17 1 16.690757
22 15 12.632079
22 9 24.513657
16 17 16.096130
14 11 9.750903
3 14 4.008504
17 17 18.042004
8 11 12.608541
14 6 11.839821
21 13 7.744556
18 8 22.731338
20 16 0.793235
19 22 15.597794
21 14 14.592256
6 12 9.969875
19 6 6.633141
0 14 15.044032 4.889099
0 12 30.355460 4.746788
0 6 2.755500 7.534604
1 6 10.659751 20.814127
2 10 46.723082 18.482255
3 13 12.892404 9.259446
4 16 11.782600 2.213520
4 10 11.641261 27.351516
5 18 42.952806 7.386162
5 12 6.548563 7.737710
5 10 29.917529 14.416441
6 17 24.649456 18.283354
6 15 27.228321 11.126231
6 13 26.602229 14.057210
7 9 46.175677 7.568576
8 17 14.031420 6.480510
8 15 49.203360 21.902629
9 18 2.590199 21.105548
9 11 13.158690 11.848443
10 16 42.575570 16.877192
11 18 28.724122 5.988177
14 16 38.141519 2.480603
14 15 49.393465 11.010618
