12 13 0 6931 2143 0 13
20 23 9.767617
1 19 3.732620
21 4 23.624789
3 22 13.306184
16 22 21.251952
0 19 15.710894
2 18 5.131207
22 8 21.942210
15 22 19.870654
9 12 23.417235
17 12 2.822285
22 19 8.302337
0 8 9.240914 8.684030
0 4 6.444521 6.805521
1 7 36.335479 37.500734
1 5 12.751053 1.083166
2 7 6.108547 4.756693
3 8 38.069024 22.040894
4 10 42.740844 17.911260
4 8 42.864303 1.043747
4 5 6.191612 22.917422
5 6 39.925537 3.557516
7 10 26.798059 8.152055
9 10 6.160756 10.646065
10 11 26.800318 10.016521
