17 20 1 44655 739 0 13
2 3 13.258677
18 10 17.082291
0 23 15.028886
23 5 22.539403
8 11 7.450276
21 19 20.191160
13 15 16.914771
13 9 24.538877
11 6 23.434436
4 2 7.788214
12 17 17.098572
9 9 6.326853
2 2 20.232601
10 12 21.487623
21 12 11.655279
18 20 24.028932
9 22 5.440298
0 12 36.925165 1.112472
0 8 6.779115 16.170063
1 14 27.366213 6.127781
1 4 11.667064 15.149979
2 7 22.654524 29.773206
3 5 43.195749 24.203912
4 13 31.344484 4.412828
4 9 32.838416 13.731889
4 8 14.791909 7.160672
5 14 1.784574 13.683456
6 14 46.816724 16.852441
6 13 14.197878 8.371022
6 11 11.307151 11.683986
7 8 23.989115 3.941811
8 16 2.720943 27.288391
8 11 40.241290 6.120042
8 10 20.093425 19.803473
10 16 24.623144 11.314426
10 15 22.394367 13.075583
15 16 25.379678 15.911128
