19 23 1 25859 1137 0 13
17 13 21.706717
1 15 13.672841
6 1 19.872198
17 1 18.909087
22 15 8.181226
22 9 15.341711
16 17 12.732714
14 11 6.668514
3 14 18.986356
17 17 15.114170
8 11 13.666842
14 6 9.749554
21 13 20.160422
18 8 17.986537
20 16 16.616087
19 22 13.927734
21 14 15.694418
6 12 1.219219
19 6 12.998279
0 14 46.300595 5.109493
0 12 28.552464 4.145649
0 6 8.485213 6.274239
1 6 20.109077 20.705984
2 10 35.426495 14.864199
3 13 7.033271 12.080844
4 16 12.770153 2.229930
4 10 16.658103 28.182082
5 18 27.461088 6.714624
5 12 42.469633 7.596701
5 10 22.351871 18.507473
6 17 34.932908 15.608496
6 15 5.776392 7.308832
6 13 40.528184 12.569020
7 9 20.603520 11.694442
8 17 47.381177 4.797167
8 15 18.345361 23.936344
9 18 42.990434 16.979278
9 11 44.348137 17.520067
10 16 49.708307 16.837050
11 18 48.523981 7.977463
14 16 8.614562 2.537560
14 15 3.519244 7.456753
