50 181
8 17 67.218348
24 19 96.822341
12 9 56.699241
18 9 90.028335
22 6 58.917293
24 1 61.703169
14 11 69.364447
5 8 77.491125
10 2 97.653874
18 15 65.506717
9 24 82.221419
14 1 56.609548
3 11 90.143468
4 6 91.309743
7 3 90.131561
19 23 60.280286
9 23 74.828092
24 20 64.523238
8 12 93.244201
23 22 86.371621
5 18 74.109698
19 22 93.358952
15 9 52.003559
3 5 54.853555
5 0 72.637134
9 10 96.220369
0 7 52.125015
9 6 84.392182
11 10 63.477181
14 6 59.308979
24 14 93.545226
19 3 80.695528
5 19 56.131320
19 16 50.244467
6 9 70.723863
8 0 65.048613
7 5 61.947637
20 19 90.088310
6 0 92.539738
6 12 59.601510
5 4 55.595026
13 17 74.761157
24 3 66.211058
6 22 95.738494
17 14 66.070900
0 24 56.342619
8 2 56.018780
4 20 90.898992
20 1 70.865858
5 17 99.262981
0 47 77.270613 5.000000
0 37 94.975555 12.165525
0 34 92.621934 8.246211
1 33 79.274172 5.830952
1 30 99.829110 5.000000
1 21 65.259068 5.830952
1 19 75.494541 3.162278
1 15 51.954125 6.403124
1 6 99.651249 12.806248
2 49 88.971722 10.630146
2 48 61.263104 11.313708
2 44 93.196476 7.071068
2 36 69.667250 6.403124
2 27 67.394424 4.242641
2 22 93.440943 3.000000
2 21 90.391113 14.764823
2 16 82.443037 14.317821
2 9 55.388580 8.485281
2 6 80.479422 2.828427
2 3 74.982775 6.000000
3 35 64.990090 13.453624
3 23 86.074449 15.524175
3 22 99.743932 3.000000
3 14 81.201148 12.529964
3 12 81.812943 15.132746
3 6 65.814832 4.472136
4 48 87.543768 5.385165
4 42 87.831723 3.605551
4 40 56.713824 17.117243
4 27 58.409625 13.000000
4 6 87.094704 9.433981
5 46 83.984437 16.031220
5 39 53.385181 21.095023
5 34 79.716638 19.697716
5 18 63.258609 19.416488
5 11 53.214291 10.000000
6 39 94.975705 8.062258
6 36 88.753150 9.219544
6 33 55.168416 7.071068
6 30 94.626955 10.440307
6 28 77.724872 3.162278
6 18 66.431520 6.082763
6 9 87.823430 5.656854
7 47 97.392122 12.041595
7 46 83.825944 6.708204
7 40 81.264373 4.000000
7 39 87.783235 4.123106
7 32 66.268980 11.000000
7 23 86.652953 3.605551
7 14 68.262657 5.385165
7 13 91.251755 2.236068
8 40 51.643043 5.385165
8 38 54.337106 4.472136
8 36 90.995687 4.242641
8 35 82.844191 2.828427
8 29 86.150048 5.656854
8 18 56.810520 10.198039
8 14 70.387959 3.162278
8 12 73.981771 11.401754
9 48 63.524344 14.142136
9 39 78.797584 12.369317
9 33 61.076475 1.414214
9 30 97.508781 6.082763
9 16 82.182765 12.041595
10 44 90.793113 12.806248
10 41 60.767391 8.062258
10 39 85.397055 12.369317
10 37 85.768818 12.083046
10 36 99.520541 19.104973
10 23 90.565471 19.924859
10 20 80.395773 7.211103
10 16 77.245413 1.000000
11 33 56.996991 15.811388
11 29 68.219203 5.000000
11 14 74.637535 7.280110
11 13 90.822935 11.180340
12 47 99.483577 9.055385
12 45 62.420769 13.341664
12 39 57.091915 3.162278
12 36 86.136529 7.211103
12 35 80.683426 12.083046
12 34 98.343671 3.605551
12 32 87.779572 8.246211
12 26 85.020532 5.000000
12 20 89.339358 7.280110
12 13 70.623763 5.099020
13 40 71.170580 2.236068
13 39 96.149877 6.324555
13 36 91.011722 3.162278
13 35 95.152351 7.211103
14 46 59.674221 1.414214
14 36 69.809306 2.000000
14 35 56.228827 3.162278
14 34 57.183002 6.082763
14 28 51.992071 8.062258
14 27 97.021940 3.605551
14 24 67.950393 3.605551
15 37 87.389126 4.123106
15 21 82.790758 1.000000
15 17 67.470934 5.830952
16 49 77.954597 7.211103
16 47 63.186531 5.830952
16 41 94.716347 7.211103
16 29 84.951589 17.720045
16 19 81.405734 14.035669
17 37 69.353881 4.123106
17 19 75.774524 2.236068
18 49 80.889311 5.830952
18 41 81.774650 7.071068
18 29 82.866439 8.485281
18 28 67.025840 3.605551
18 25 62.458077 2.236068
19 43 81.210110 17.000000
19 28 54.805412 16.970563
20 49 97.478608 1.000000
20 43 70.549467 4.123106
20 32 75.429176 1.000000
20 26 68.649189 12.083046
20 22 66.699345 13.453624
21 37 66.440898 3.162278
21 33 63.801540 6.000000
22 48 76.373566 9.433981
22 44 86.250204 5.385165
22 34 70.030367 9.000000
22 29 83.556568 3.162278
22 28 88.242275 4.123106
22 27 67.052306 6.708204
23 38 51.506961 5.830952
23 35 75.631401 7.071068
24 40 99.843064 4.000000
24 36 68.977895 5.385165
24 34 53.585998 9.055385
24 29 63.029595 10.816654
25 48 63.694241 14.212670
25 40 88.537587 7.211103
25 36 94.435330 5.385165
25 34 83.048123 3.162278
25 32 64.312111 9.848858
25 30 75.324640 15.524175
25 28 64.822773 2.000000
26 45 97.178550 17.000000
26 29 92.350481 14.035669
26 28 77.280850 11.401754
26 27 78.388660 9.055385
27 46 97.155893 4.123106
27 36 74.759458 2.236068
27 34 98.938127 4.242641
27 28 72.585069 4.472136
28 44 93.408647 7.211103
28 34 65.637472 5.099020
28 29 89.025967 5.000000
29 39 57.210187 10.000000
29 33 92.011037 11.180340
31 36 75.276171 12.165525
