12 14 0 46056 806 0 8
18 0 2.252726
42 24 4.078129
32 7 5.602582
34 32 0.697985
2 23 1.680143
41 11 6.306822
11 4 3.347081
12 12 4.093128
38 34 0.925884
41 17 4.713227
39 18 7.329508
42 42 8.505344
0 8 3.818364 54.140368
1 10 0.233044 6.947584
1 3 15.727294 12.335303
1 2 17.191403 26.867510
2 5 0.468067 15.416425
3 11 10.298661 23.109150
3 10 1.175349 24.961039
4 7 18.961536 15.779082
5 9 10.751576 11.726886
6 11 3.595072 91.484736
6 10 8.514806 60.900395
7 9 2.268121 36.771667
8 11 11.685205 9.448930
9 10 2.980219 3.404903
