12 14 1 35848 439 0 8
18 0 2.522919
42 24 7.833842
32 7 3.001888
34 32 0.339089
2 23 1.152040
41 11 8.737022
11 4 5.118229
12 12 8.863573
38 34 9.966319
41 17 6.005214
39 18 3.437450
42 42 8.336979
0 8 19.015965 69.667196
1 10 19.569617 7.636549
1 3 13.695094 13.009801
1 2 2.873438 32.074813
2 5 17.748694 10.120563
3 11 5.222568 19.494814
3 10 3.368418 28.779670
4 7 5.406875 22.644221
5 9 6.001086 8.019160
6 11 11.776371 82.453821
6 10 19.630398 33.916992
7 9 3.972851 47.753425
8 11 2.691007 16.593611
9 10 17.037081 2.426133
