12 14 0 1785 751 0 8
18 0 1.992642
42 24 7.998837
32 7 6.245363
34 32 7.254590
2 23 0.025466
41 11 0.268075
11 4 8.033176
12 12 6.340850
38 34 6.173823
41 17 5.635501
39 18 0.914584
42 42 3.637802
0 8 8.169472 69.279851
1 10 15.654647 7.888312
1 3 2.888533 18.014391
1 2 12.841059 35.643434
2 5 4.309085 11.550020
3 11 3.904193 14.847690
3 10 8.214900 19.117006
4 7 7.255680 28.189488
5 9 8.169583 6.128182
6 11 4.412556 53.247330
6 10 14.206248 37.827740
7 9 4.218188 57.269204
8 11 14.988088 15.537273
9 10 7.090044 4.125533
