16 24 1 42740 800 0 8
4 9 1.771975
1 19 8.919329
24 26 6.826630
4 4 4.572350
36 28 3.452675
13 9 4.857301
30 20 6.346217
31 45 5.870693
16 18 9.858717
37 38 3.986108
17 29 6.284062
46 22 5.148154
47 23 9.128226
4 24 8.174063
34 42 5.291707
26 49 8.343352
0 9 8.897823 72.173867
0 5 0.276193 10.469383
0 3 2.450591 7.975846
1 13 8.256048 10.520689
1 5 0.724255 24.043592
2 6 4.977666 14.892809
2 3 4.704240 32.935493
3 5 5.698760 16.618554
4 14 5.935993 15.940236
4 12 9.448248 21.050756
6 12 7.535894 30.771234
6 7 15.368028 26.508225
7 15 13.757760 11.368142
7 13 13.764561 43.892768
7 12 16.247750 40.948431
7 9 2.963143 14.037339
8 15 13.716560 40.953331
8 13 17.048958 15.589420
8 10 19.325003 19.973962
8 9 6.951817 36.692258
9 15 0.407692 15.594663
9 14 2.204068 7.982371
11 12 4.212216 1.775682
14 15 7.654831 14.830556
