16 24 0 31484 903 0 8
4 9 1.206487
1 19 7.353057
24 26 8.766728
4 4 3.986936
36 28 4.658101
13 9 9.992027
30 20 9.200184
31 45 6.883605
16 18 7.897092
37 38 9.374095
17 29 1.199868
46 22 3.599945
47 23 4.383419
4 24 6.421074
34 42 3.377439
26 49 2.097703
0 9 7.466160 46.868171
0 5 9.425999 9.528314
0 3 14.633997 6.229192
1 13 11.394991 8.036614
1 5 1.089368 29.897822
2 6 9.127608 15.458428
2 3 4.806543 49.872559
3 5 15.960888 18.904983
4 14 14.257741 27.939668
4 12 8.828858 14.460241
6 12 2.335130 29.555251
6 7 10.035978 28.267671
7 15 4.995804 6.749956
7 13 9.850158 63.683133
7 12 3.990747 51.465179
7 9 19.174755 15.694229
8 15 15.219594 51.232283
8 13 16.373676 19.185969
8 10 16.166113 16.487184
8 9 8.133829 40.264568
9 15 4.204531 28.977964
9 14 10.803395 9.315359
11 12 13.985722 2.051393
14 15 8.523731 14.225411
