18 23 1 40541 300 0 8
4 47 3.016367
30 26 3.642866
21 24 2.591562
48 36 2.818395
11 43 3.725944
20 15 8.536439
45 8 7.441388
12 16 0.568388
29 31 0.447941
37 37 3.679875
7 1 0.984389
28 21 2.760497
4 34 7.832044
12 12 7.629574
10 41 5.711389
48 32 5.463523
44 26 0.881230
25 47 1.591689
0 17 18.172632 40.286737
0 14 3.445378 14.984290
1 16 1.133412 19.653886
1 15 7.972802 34.496439
1 8 7.085527 5.556702
1 7 0.491773 37.632423
2 11 2.584574 9.360872
2 8 9.765978 14.763947
2 5 15.229393 12.777766
3 9 3.104140 14.822243
3 8 7.734739 35.724093
3 5 18.334948 53.311808
4 14 6.127978 3.718104
5 13 4.678511 14.351404
6 17 15.356557 81.204632
6 16 15.423346 25.114367
7 13 3.180200 6.705838
7 9 1.606170 63.452523
8 17 15.231164 20.049518
8 10 6.108788 55.020068
10 13 6.130812 13.482680
10 12 6.899544 44.071921
14 17 14.378067 23.195562
