19 30 1 33940 1334 0 8
42 38 6.865469
1 40 8.486623
31 1 1.482968
17 1 6.907568
47 40 4.407229
22 34 5.306574
41 42 1.521685
39 36 7.705441
3 14 8.621202
17 17 4.964261
8 36 2.603929
39 6 3.462895
46 38 2.920992
18 33 6.185774
45 41 5.084399
44 22 8.757144
21 14 0.408410
31 37 9.403914
19 6 2.966302
0 14 2.299863 5.247697
0 12 5.951455 6.164010
0 7 15.637195 5.603081
0 6 4.066966 6.384439
1 18 15.445409 58.637580
1 10 8.543350 11.599515
1 6 5.748100 58.425589
2 18 2.991482 20.481035
2 16 2.122433 28.343405
3 18 9.973440 7.010099
4 10 15.963374 77.164120
4 7 6.290629 15.733555
5 18 7.552845 30.702223
5 13 19.319647 7.516304
5 12 15.267256 34.513188
5 10 13.107545 17.856038
6 17 16.072304 21.000658
6 13 8.647421 48.234308
6 12 10.028079 10.151993
7 12 2.193725 11.908217
7 9 1.489242 37.024293
8 15 14.649835 64.199293
9 18 2.246359 15.226137
9 16 1.799900 9.410329
9 11 3.676170 29.969652
10 16 3.733631 40.596582
11 18 6.954638 39.639545
12 14 1.444903 4.747252
13 17 6.483687 23.467626
14 15 2.877149 19.753625
