14 16 0 44835 927 0 8
41 44 7.655413
22 21 6.201729
14 31 1.262334
37 19 5.252438
6 33 1.843754
21 10 5.761786
24 10 7.122711
34 4 8.995420
33 8 7.875866
47 38 1.578126
2 43 0.704669
35 20 9.283690
4 44 8.327597
4 46 5.143563
0 4 10.640436 41.237111
1 4 5.549698 39.937606
2 12 9.130349 26.471795
2 4 6.786165 15.187967
3 11 3.550273 2.410847
3 9 4.558792 35.418871
4 11 5.977707 60.014802
5 11 5.870347 17.729884
5 6 15.921397 5.940617
6 11 2.128783 28.449050
6 9 1.961313 47.878252
7 11 0.671696 26.974415
7 8 9.404088 8.236347
10 13 1.361492 4.295645
10 12 0.483143 3.127305
12 13 10.451436 3.164862
