19 30 1 24159 778 0 8
42 38 1.853105
1 40 5.635095
31 1 3.865469
17 1 0.616489
47 40 0.644858
22 34 5.040490
41 42 1.155778
39 36 0.321888
3 14 0.379861
17 17 4.127815
8 36 0.531852
39 6 7.532558
46 38 8.588041
18 33 1.400809
45 41 2.630194
44 22 1.708922
21 14 1.131656
31 37 0.649778
19 6 4.370461
0 14 9.205292 6.562955
0 12 14.270620 7.524074
0 7 0.864890 5.539938
0 6 13.338817 5.719866
1 18 10.499107 59.103730
1 10 17.961421 9.363224
1 6 14.497490 68.496095
2 18 15.438296 16.700033
2 16 15.773338 29.347691
3 18 16.430983 10.164459
4 10 6.005481 71.613185
4 7 11.598177 16.768134
5 18 0.296305 32.639939
5 13 6.599408 7.598588
5 12 18.158122 27.444959
5 10 13.497685 24.989387
6 17 12.960702 15.296614
6 13 18.093462 34.291327
6 12 15.513731 10.829474
7 12 4.552159 11.441522
7 9 14.659578 37.808209
8 15 0.218157 47.023212
9 18 8.205939 16.299297
9 16 4.944274 8.914113
9 11 13.406305 29.490612
10 16 0.512338 27.311022
11 18 18.869945 39.411786
12 14 2.593351 5.077118
13 17 8.969080 26.635929
14 15 1.725867 27.771505
