14 16 0 28287 389 0 8
41 44 4.770678
22 21 0.925284
14 31 1.166985
37 19 0.900444
6 33 2.368996
21 10 8.272367
24 10 7.363875
34 4 3.846033
33 8 4.796833
47 38 3.159392
2 43 8.394033
35 20 4.971718
4 44 8.555725
4 46 5.514369
0 4 8.796799 54.036746
1 4 4.250111 28.019673
2 12 3.140774 16.416925
2 4 18.381737 15.268526
3 11 0.817757 2.967982
3 9 13.929677 26.142367
4 11 9.413456 49.970051
5 11 8.049292 28.195678
5 6 2.318166 4.616843
6 11 13.112924 22.224669
6 9 14.637852 43.698108
7 11 18.846803 23.772421
7 8 19.251324 4.603431
10 13 19.117985 4.536791
10 12 2.277037 3.264073
12 13 18.652311 3.014672
