15 22 1 36071 435 0 8
28 16 3.846039
45 16 2.705435
3 17 1.193010
34 38 1.528437
39 10 0.439536
28 40 1.780998
23 18 9.960466
5 7 3.705765
36 6 4.708232
34 24 2.979628
44 19 7.692159
47 8 5.464513
37 42 2.038405
4 25 6.806248
37 44 3.074795
0 9 14.549295 17.602385
0 6 17.183301 8.997788
1 10 8.584380 4.541066
1 8 1.791623 20.942463
1 2 1.964232 70.089266
2 7 13.675968 17.430161
3 14 3.107991 12.425613
3 11 4.281052 47.904036
3 5 14.713949 9.739837
4 10 13.856942 13.727715
4 9 10.229067 26.456415
4 8 3.004551 8.444469
4 7 19.737130 67.659254
4 6 10.574557 34.336048
5 14 12.001366 11.727005
6 13 19.018709 37.180364
6 11 10.141092 34.515859
6 8 15.270883 32.023947
8 14 7.334831 73.603870
9 11 12.091857 38.203156
10 14 11.245863 38.032395
12 14 6.345082 2.576783
