13 18 0 7413 934 0 8
30 17 1.614240
1 26 1.593479
16 10 9.571685
22 35 7.837094
33 30 4.932460
8 11 7.611043
21 12 4.617430
47 18 4.895353
30 16 3.257374
17 16 2.265890
21 9 4.906539
17 10 8.065525
2 41 1.828860
0 10 11.582917 12.320265
0 9 18.243381 24.787099
1 12 1.306115 17.197982
1 2 18.342083 34.938540
2 11 8.283395 1.291914
2 9 2.183057 6.635226
2 5 3.031645 14.199276
3 9 6.561822 34.413232
3 4 17.494990 18.765855
4 6 14.248423 32.223140
5 11 5.464491 16.588723
5 9 11.860444 12.413103
5 6 13.904049 22.621209
6 9 19.231132 10.854144
6 7 14.506244 31.642594
8 9 4.179973 14.877754
9 11 0.910526 7.826748
10 11 8.969016 4.622693
