14 16 1 38260 1574 0 8
41 44 8.189095
22 21 2.490994
14 31 1.937336
37 19 4.267262
6 33 8.618811
21 10 4.654335
24 10 7.164085
34 4 3.002583
33 8 4.521494
47 38 8.647644
2 43 5.369072
35 20 4.857391
4 44 2.586468
4 46 6.012300
0 4 6.940065 58.332209
1 4 13.953991 39.163583
2 12 16.305841 22.813750
2 4 11.445175 16.203832
3 11 1.379812 3.156642
3 9 9.388731 38.339128
4 11 12.785090 44.747469
5 11 11.580133 26.356165
5 6 7.016609 3.028242
6 11 4.062953 27.176750
6 9 13.799743 64.410373
7 11 9.879304 26.749391
7 8 2.414610 8.205992
10 13 10.543051 4.898969
10 12 12.347529 3.592175
12 13 3.928570 2.256765
