19 30 1 43379 715 0 8
42 38 2.995346
1 40 2.532488
31 1 8.370077
17 1 5.036756
47 40 8.803064
22 34 0.625189
41 42 6.322916
39 36 5.487592
3 14 8.673952
17 17 7.039138
8 36 5.622121
39 6 5.828395
46 38 7.824629
18 33 6.369203
45 41 2.618820
44 22 0.497304
21 14 9.850975
31 37 3.391360
19 6 8.925510
0 14 14.640816 7.328566
0 12 0.637643 6.561676
0 7 9.647587 4.336438
0 6 0.450952 7.362366
1 18 18.654731 43.747054
1 10 12.268331 12.575528
1 6 16.261020 49.352419
2 18 14.718934 18.855515
2 16 10.258862 27.773127
3 18 4.842333 7.368189
4 10 1.443043 54.115600
4 7 19.263556 16.138407
5 18 8.824982 52.226434
5 13 18.086908 5.051051
5 12 11.283915 34.704510
5 10 3.074124 25.411952
6 17 8.746306 14.492365
6 13 9.978961 29.281872
6 12 19.424489 12.292043
7 12 1.136903 11.076656
7 9 1.625959 55.346020
8 15 2.724642 69.772171
9 18 2.413718 21.179465
9 16 11.754129 9.360894
9 11 4.808343 40.181960
10 16 0.279346 46.759051
11 18 12.683037 26.251386
12 14 3.343687 6.252282
13 17 4.044097 14.627034
14 15 10.034950 20.387244
