14 16 1 22380 1288 0 8
41 44 5.376622
22 21 1.741242
14 31 7.084925
37 19 9.789927
6 33 5.127839
21 10 2.139791
24 10 7.178662
34 4 1.492427
33 8 5.448689
47 38 6.485888
2 43 9.964576
35 20 6.051056
4 44 6.221220
4 46 8.733397
0 4 15.164844 40.499795
1 4 10.984423 39.446743
2 12 14.949030 21.006775
2 4 8.862938 9.424372
3 11 1.499840 4.096279
3 9 19.496761 37.211656
4 11 6.900449 41.059275
5 11 10.846151 23.924343
5 6 18.564728 4.144530
6 11 1.800050 25.516592
6 9 4.584313 69.109098
7 11 12.501906 20.904415
7 8 16.977009 5.683529
10 13 7.498319 4.592334
10 12 17.916123 3.251145
12 13 11.157151 2.496511
