12 14 1 6944 353 0 8
18 0 2.242942
42 24 4.867622
32 7 6.626383
34 32 6.731997
2 23 8.517881
41 11 4.081435
11 4 4.038444
12 12 3.076744
38 34 8.052208
41 17 8.851407
39 18 4.116005
42 42 7.800991
0 8 19.908907 70.028814
1 10 19.670075 10.894750
1 3 19.111980 19.449567
1 2 1.834737 25.855372
2 5 2.996880 17.283892
3 11 10.186288 17.623401
3 10 12.028329 22.166672
4 7 16.827814 17.761336
5 9 1.324516 11.289327
6 11 2.116974 80.678732
6 10 6.155465 48.616216
7 9 8.095522 52.353619
8 11 3.657856 15.347626
9 10 10.422750 3.829156
