13 18 0 45587 511 0 8
30 17 9.544552
1 26 2.984944
16 10 4.928048
22 35 9.573546
33 30 9.583191
8 11 6.489202
21 12 9.618011
47 18 4.703316
30 16 4.176402
17 16 7.600450
21 9 0.454303
17 10 9.895384
2 41 4.874844
0 10 13.652857 17.956023
0 9 6.594851 23.644540
1 12 1.372970 27.872839
1 2 17.406440 30.431062
2 11 11.214105 1.948620
2 9 4.401145 10.157669
2 5 11.141599 14.988842
3 9 15.881733 34.618578
3 4 9.944324 15.258457
4 6 11.225864 37.826745
5 11 14.117930 18.020406
5 9 12.778823 15.645366
5 6 19.798878 21.744117
6 9 8.554852 5.976927
6 7 0.922396 27.627229
8 9 10.530814 24.897952
9 11 14.573609 10.372576
10 11 11.656726 7.653652
