16 24 1 27786 1325 0 8
4 9 2.001299
1 19 8.678651
24 26 7.089790
4 4 6.281211
36 28 3.430524
13 9 9.618011
30 20 2.431902
31 45 0.635119
16 18 4.897023
37 38 4.330539
17 29 6.270250
46 22 7.060677
47 23 0.777697
4 24 2.202688
34 42 0.828871
26 49 2.720101
0 9 2.743104 70.368010
0 5 0.301772 9.546970
0 3 0.237414 9.594962
1 13 4.465575 7.455646
1 5 5.136540 20.369265
2 6 10.344084 13.175803
2 3 15.825906 39.671412
3 5 10.688479 16.421723
4 14 6.079954 23.464072
4 12 0.044257 14.047085
6 12 8.114704 21.851075
6 7 15.110022 26.664425
7 15 13.854996 11.773995
7 13 18.331176 49.993346
7 12 10.889118 52.039732
7 9 10.295511 10.958064
8 15 4.986867 54.775110
8 13 12.012072 20.525281
8 10 16.169938 13.930564
8 9 11.304452 52.892588
9 15 7.533312 16.572551
9 14 7.992358 5.412134
11 12 13.548911 1.651746
14 15 16.542426 20.559147
