12 14 0 24224 254 0 8
18 0 9.595615
42 24 0.141821
32 7 4.833375
34 32 4.880785
2 23 7.041491
41 11 1.909643
11 4 0.422124
12 12 3.647055
38 34 8.420884
41 17 2.018721
39 18 1.549294
42 42 4.515249
0 8 8.095825 71.396997
1 10 15.489190 7.696019
1 3 12.083245 21.284565
1 2 4.650268 28.864024
2 5 15.633454 11.923643
3 11 14.848845 14.723196
3 10 17.208812 19.336283
4 7 15.070449 22.301234
5 9 9.893471 8.942694
6 11 9.000209 78.367000
6 10 1.626669 47.234653
7 9 4.260096 57.033846
8 11 19.606028 11.379777
9 10 2.287723 3.527867
