18 23 0 14548 504 0 8
4 47 0.999271
30 26 6.431910
21 24 6.715067
48 36 7.703344
11 43 9.754780
20 15 8.701164
45 8 8.423269
12 16 9.580886
29 31 0.086618
37 37 3.369254
7 1 9.189061
28 21 1.439444
4 34 3.935492
12 12 4.113881
10 41 8.315246
48 32 3.243653
44 26 6.467615
25 47 5.547151
0 17 8.690177 36.334982
0 14 5.653563 16.608556
1 16 0.367218 24.708678
1 15 18.679046 35.811910
1 8 19.361464 6.536134
1 7 19.891120 38.693513
2 11 19.581004 10.731000
2 8 1.611120 17.409489
2 5 12.264499 15.841351
3 9 11.834230 21.545881
3 8 19.186684 30.871413
3 5 9.804394 67.502293
4 14 6.443723 2.467006
5 13 18.696065 16.247344
6 17 10.967387 72.167058
6 16 7.535775 26.852675
7 13 8.937110 7.931513
7 9 14.955675 54.181021
8 17 10.938405 24.164968
8 10 14.941157 62.564197
10 13 11.217183 18.305736
10 12 18.480855 57.710261
14 17 7.587217 24.877997
