19 20 1 16756 713 0 10
9 29 12.051115
1 5 5.347225
4 16 16.979731
29 49 12.907543
43 37 6.212093
14 32 6.341370
11 15 11.990048
35 23 17.164271
18 13 8.267881
14 20 16.606278
41 21 5.582135
36 19 13.875919
49 25 10.409483
20 11 15.724172
36 25 10.718096
44 20 1.359542
49 12 3.761757
26 5 9.122768
29 39 4.156021
0 11 38.002018 30.538686
1 9 42.136914 35.810503
1 3 46.089415 100.289741
2 15 37.190683 69.345163
2 8 44.293835 20.995166
2 5 41.082019 24.206215
3 5 27.514402 33.745098
4 14 6.690482 23.209091
6 13 49.384770 18.327667
6 8 35.955313 12.618702
7 16 28.181298 24.945689
7 11 4.744272 8.238843
10 18 39.221081 23.452671
10 17 7.603861 35.766023
10 15 4.346432 6.237623
10 12 1.658093 12.163121
11 14 8.199267 11.081814
12 15 38.496849 13.264617
12 14 30.046277 14.115057
13 16 27.606983 43.924860
