19 20 1 41654 804 0 10
9 29 1.021035
1 5 3.114302
4 16 14.565186
29 49 2.969043
43 37 5.471427
14 32 8.086905
11 15 6.714067
35 23 19.286033
18 13 1.241457
14 20 0.411372
41 21 17.074887
36 19 14.550225
49 25 11.137827
20 11 16.949575
36 25 13.499036
44 20 13.675457
49 12 2.733911
26 5 5.315667
29 39 10.164620
0 11 10.649535 47.561383
1 9 30.334106 34.024165
1 3 19.944071 54.087506
2 15 26.488271 78.589537
2 8 15.531876 26.678414
2 5 15.065242 19.001489
3 5 8.139600 30.871630
4 14 25.507070 14.303162
6 13 21.695470 14.146538
6 8 20.033249 13.437952
7 16 43.320667 26.635207
7 11 11.174676 5.172062
10 18 5.094405 30.790788
10 17 5.353878 41.636156
10 15 8.211434 3.916745
10 12 44.522940 14.447759
11 14 16.471062 8.263316
12 15 20.714999 10.586385
12 14 22.606436 22.467935
13 16 29.580195 56.411405
