18 25 0 20848 398 0 10
41 8 18.553981
27 17 11.152259
13 27 11.064044
42 11 6.170713
48 2 9.273609
7 5 9.219118
22 5 11.594922
39 14 5.205607
33 41 19.356417
45 39 10.514209
11 40 16.463596
40 26 12.391090
43 2 2.124312
31 24 18.444279
39 48 14.712753
27 1 14.273290
23 33 3.304646
12 39 4.394944
0 15 12.251121 22.459237
0 12 43.345287 7.798206
0 4 4.619581 11.857289
0 3 30.239460 5.391020
1 13 24.228873 14.842830
1 5 33.093458 35.665491
1 4 22.842217 42.174943
2 17 9.372404 14.684509
2 10 34.158129 23.219949
2 8 17.256307 40.242669
2 4 30.811240 83.590641
3 7 38.331136 7.937287
4 12 48.852607 6.178896
4 8 48.570848 70.568318
6 15 42.703447 10.825869
6 13 6.279233 25.042793
7 16 21.208444 27.300863
8 16 19.259747 25.516327
8 13 34.864023 25.959334
8 11 17.879348 32.940099
9 14 25.956473 12.783748
9 11 40.805189 14.199381
10 17 11.946912 2.794449
10 16 37.067691 13.941788
11 13 32.597791 17.720894
