18 25 0 29573 1295 0 10
41 8 15.588457
27 17 9.770075
13 27 10.827686
42 11 1.520402
48 2 7.670787
7 5 2.745259
22 5 11.418575
39 14 10.832093
33 41 5.014774
45 39 7.439029
11 40 8.550395
40 26 11.618030
43 2 0.354013
31 24 2.323081
39 48 7.139612
27 1 9.825333
23 33 14.009913
12 39 16.170094
0 15 46.582871 24.515937
0 12 43.019775 7.382180
0 4 22.496858 15.588309
0 3 30.324009 6.091032
1 13 39.173485 12.589451
1 5 40.487168 28.653001
1 4 0.395506 45.469365
2 17 15.164320 15.632965
2 10 34.089323 14.256876
2 8 32.742950 35.168291
2 4 34.564401 52.620042
3 7 32.545543 4.356388
4 12 2.225557 6.360948
4 8 31.458505 73.837099
6 15 23.378028 9.833776
6 13 5.102178 30.225382
7 16 30.244998 34.755853
8 16 4.500375 25.131482
8 13 44.429629 18.055903
8 11 30.818316 28.081868
9 14 46.248748 18.086119
9 11 21.698219 19.863409
10 17 36.217839 2.733512
10 16 0.840766 24.134659
11 13 8.890006 12.964000
