14 15 1 27312 1266 0 10
8 35 2.835328
27 6 8.044718
3 29 3.420380
34 23 10.612913
13 10 11.370059
19 38 9.416414
20 30 11.075753
17 32 9.926737
46 45 5.533890
28 24 11.091375
6 32 3.412436
31 8 9.990377
36 23 15.174685
17 29 15.691603
0 2 23.457471 12.198466
1 11 25.234550 5.314137
2 10 46.630705 4.845582
2 5 40.023532 24.176094
2 4 4.637590 29.943608
3 11 37.690411 22.778635
3 9 5.254536 11.744362
4 11 9.425763 22.450284
5 7 19.068798 6.950549
6 11 13.499866 39.127305
6 10 7.962706 27.040069
6 9 23.290462 17.408180
7 8 0.875625 52.615503
11 13 41.310637 25.753176
12 13 38.955612 30.226635
