14 15 0 25231 1499 0 10
8 35 11.725210
27 6 11.934833
3 29 19.510157
34 23 4.306839
13 10 12.803889
19 38 7.860207
20 30 7.932908
17 32 8.582856
46 45 1.285287
28 24 18.314613
6 32 8.642630
31 8 0.787397
36 23 9.040152
17 29 6.063183
0 2 7.096652 8.261010
1 11 26.615482 7.311709
2 10 12.507545 7.915127
2 5 4.274769 21.764531
2 4 25.319009 42.223459
3 11 8.907175 22.209481
3 9 25.010821 9.539677
4 11 37.867176 32.261066
5 7 18.378995 11.831590
6 11 42.312325 33.306092
6 10 49.713982 22.385895
6 9 48.978363 12.392569
7 8 15.176061 45.237074
11 13 42.777699 47.835157
12 13 17.365275 26.756915
