19 20 0 38568 424 0 10
9 29 1.090614
1 5 5.641992
4 16 12.832400
29 49 10.903233
43 37 17.483505
14 32 8.406344
11 15 10.863483
35 23 2.309109
18 13 8.003655
14 20 5.640053
41 21 12.766823
36 19 17.574006
49 25 17.307971
20 11 0.737336
36 25 14.432989
44 20 13.775279
49 12 4.528725
26 5 7.032691
29 39 6.884659
0 11 48.379857 30.935244
1 9 20.705861 25.814611
1 3 29.479191 76.914095
2 15 31.037220 42.778094
2 8 46.944059 17.904070
2 5 7.552736 26.668439
3 5 34.776202 45.193773
4 14 26.928676 24.904633
6 13 10.649597 15.459745
6 8 34.257738 7.875242
7 16 18.187515 28.721759
7 11 24.593749 5.456913
10 18 18.018136 26.590555
10 17 45.895639 26.614669
10 15 28.257951 5.017899
10 12 33.061219 11.288975
11 14 28.133353 9.196537
12 15 0.375830 7.603813
12 14 6.974323 14.979262
13 16 20.136269 47.247634
