15 18 1 48273 726 0 10
12 17 14.332855
10 2 19.697026
32 25 18.127359
1 32 14.221947
1 2 1.521411
23 20 11.289225
9 13 3.809112
31 1 1.652353
26 24 10.925345
37 29 1.015434
2 14 1.464615
22 20 5.864905
5 21 18.322418
34 28 1.641844
41 20 2.545664
0 13 13.085844 28.439087
0 5 11.779604 14.863827
1 11 23.417928 30.839680
1 8 23.255170 50.913269
1 4 42.717768 13.646170
2 14 12.072342 17.156936
2 13 37.605585 6.306680
2 9 4.728192 11.341070
3 12 37.801443 17.191330
5 12 8.992591 18.044555
5 8 28.269653 9.160497
6 12 45.735852 12.256402
6 11 21.053954 16.413468
6 10 20.245278 14.056914
7 11 3.502000 28.113020
8 11 24.670664 8.667369
9 13 41.791634 4.211385
12 13 37.866080 51.581188
