16 20 1 29014 805 0 10
3 9 0.333611
40 23 8.001851
6 47 13.698530
15 15 15.250482
28 26 14.721423
19 26 8.317607
15 38 14.774850
31 15 12.931328
14 48 1.726065
38 11 5.424453
23 13 15.626418
5 15 3.272055
30 39 1.541983
15 33 10.615036
1 33 3.576729
4 4 11.172812
0 3 27.901661 25.319744
1 15 20.762650 64.747872
2 8 32.980982 14.545690
2 5 14.991228 44.216218
3 7 37.365570 29.171118
3 6 6.476799 44.172052
4 10 19.880621 16.597436
4 7 10.415352 13.324559
4 6 42.678384 31.804647
5 13 26.688807 15.889349
6 14 35.478682 18.871702
6 13 17.787564 5.901713
7 13 48.083171 47.703892
8 11 2.894773 51.969903
9 12 34.909523 43.459787
11 15 18.981876 17.855225
11 14 10.357402 23.163620
11 13 3.019721 36.959058
12 15 29.257643 81.391927
12 13 34.498129 21.975010
