13 14 1 19567 1338 0 10
36 30 18.255547
28 4 19.358096
28 24 6.737073
31 18 4.016997
4 43 8.258476
8 10 4.830089
15 3 0.452045
32 22 16.258500
1 22 1.241917
33 36 5.316643
46 11 7.241109
27 32 6.548015
28 16 17.600585
0 12 14.479533 26.979198
0 9 32.687692 10.469710
1 8 37.554927 39.346434
1 5 3.465776 37.729628
2 12 2.027979 12.039402
3 12 21.110717 4.600008
3 9 12.799283 35.364941
3 7 6.813490 7.177838
3 4 7.832593 54.832116
4 8 22.902000 22.253651
5 7 12.494851 40.074959
6 7 36.750498 47.700405
8 11 34.194441 35.447728
10 12 26.916572 33.572707
