10 16 0 21530 1223 0 10
13 31 5.313859
30 28 8.252817
22 23 3.674871
35 16 4.294976
0 19 1.730609
8 0 7.351607
23 35 8.888338
21 8 18.376882
29 14 12.235599
29 32 16.568048
0 9 21.084157 16.374812
0 2 35.727944 14.140301
1 9 15.502451 4.182093
1 8 1.514994 16.954226
1 6 38.463409 15.281877
2 8 34.985708 21.308786
2 7 42.990139 26.467413
2 6 33.425828 15.953811
3 8 19.462045 9.953626
3 6 42.340602 34.251997
4 9 39.494341 54.160445
5 8 44.397367 31.787153
5 7 17.299165 15.335097
6 9 22.452626 8.422336
7 9 43.365381 31.997883
7 8 14.313004 12.774549
