13 14 1 41470 2788 0 10
36 30 7.960971
28 4 16.430475
28 24 19.290321
31 18 5.606570
4 43 12.237482
8 10 0.951373
15 3 12.530003
32 22 16.760143
1 22 15.577110
33 36 4.507795
46 11 9.886340
27 32 4.183829
28 16 2.980868
0 12 23.089369 22.108173
0 9 38.772059 6.776887
1 8 20.685190 47.415798
1 5 12.353002 27.211816
2 12 31.256704 12.004977
3 12 1.491051 6.633461
3 9 44.962503 24.581052
3 7 19.227685 7.915741
3 4 37.763355 71.133507
4 8 37.733540 37.814704
5 7 3.146537 46.146624
6 7 38.367590 34.840195
8 11 10.227602 47.062098
10 12 45.741030 28.885536
