19 20 1 39687 262 0 10
9 29 16.633582
1 5 3.601731
4 16 7.595589
29 49 8.096222
43 37 2.671237
14 32 17.931943
11 15 0.652618
35 23 0.746715
18 13 0.587723
14 20 5.556224
41 21 16.272057
36 19 17.559276
49 25 2.279085
20 11 10.831089
36 25 7.982842
44 20 16.123257
49 12 8.335817
26 5 14.885305
29 39 8.454071
0 11 29.590919 34.655540
1 9 4.733547 33.296799
1 3 13.893211 103.534726
2 15 27.045613 58.421904
2 8 26.390154 19.502497
2 5 0.644857 28.752452
3 5 35.198172 30.821593
4 14 38.214664 19.347682
6 13 14.463687 18.097525
6 8 43.743054 13.081806
7 16 3.736769 23.478072
7 11 9.831183 6.961715
10 18 11.500918 25.715288
10 17 49.742624 34.997875
10 15 17.001549 5.207668
10 12 42.522292 12.679007
11 14 4.751227 11.591096
12 15 45.851856 13.754053
12 14 19.920799 17.847554
13 16 36.750113 42.305661
