10 16 1 7115 753 0 10
13 31 13.398123
30 28 2.403575
22 23 11.338004
35 16 6.502142
0 19 8.852337
8 0 19.877953
23 35 12.843544
21 8 13.737347
29 14 5.261210
29 32 19.635549
0 9 2.512853 27.771965
0 2 41.445595 19.319506
1 9 31.785341 6.901486
1 8 42.509861 21.892256
1 6 44.460139 15.619974
2 8 2.882878 22.522896
2 7 21.478672 26.964507
2 6 16.893071 22.245879
3 8 10.125541 11.033348
3 6 12.784256 31.269891
4 9 3.069903 46.753413
5 8 1.901777 34.725233
5 7 40.924035 21.164083
6 9 1.434119 6.922418
7 9 14.749684 38.082628
7 8 11.885781 10.104598
