10 16 0 2416 409 0 10
13 31 5.810467
30 28 1.964970
22 23 3.069077
35 16 15.687664
0 19 5.141452
8 0 17.888226
23 35 2.903624
21 8 12.908964
29 14 13.030957
29 32 17.779423
0 9 6.911384 22.203648
0 2 49.675630 22.142704
1 9 34.415656 6.702799
1 8 26.008924 21.305146
1 6 16.239088 17.096429
2 8 24.978383 20.484737
2 7 30.818187 23.795910
2 6 42.443880 22.850164
3 8 26.865763 8.151267
3 6 4.880707 30.331713
4 9 32.013344 40.472931
5 8 21.348428 30.182209
5 7 22.646764 21.746340
6 9 28.491563 8.864085
7 9 48.646384 27.787148
7 8 24.170450 14.588024
