10 16 1 14342 280 0 10
13 31 2.707252
30 28 14.587478
22 23 9.504574
35 16 2.939548
0 19 19.541525
8 0 16.917016
23 35 2.672734
21 8 12.028436
29 14 3.096671
29 32 9.453695
0 9 40.199754 21.453685
0 2 9.270061 14.042963
1 9 37.763919 6.812168
1 8 22.121652 20.603181
1 6 26.015852 15.439000
2 8 28.593229 21.198739
2 7 48.462804 18.063784
2 6 22.705824 21.418094
3 8 16.964372 6.358739
3 6 48.250631 38.102747
4 9 41.545629 42.973953
5 8 41.372008 42.764383
5 7 33.573138 30.191180
6 9 5.576334 11.224777
7 9 41.406225 32.201715
7 8 30.556435 15.842114
