17 22 0 8447 1565 0 10
31 19 2.929714
24 47 5.816442
8 34 13.627153
22 32 12.343735
7 13 2.033365
16 49 4.556914
30 2 19.134942
34 18 17.627401
33 45 6.612726
41 0 19.944069
11 30 8.783100
19 29 12.607355
33 27 7.098654
29 22 10.337292
34 37 14.337567
38 11 18.898766
6 23 18.239043
0 13 47.992504 5.258746
0 7 31.374855 3.396272
0 3 17.785371 29.207288
1 8 23.011687 11.954216
1 3 33.219668 23.459506
2 13 23.721208 31.004770
2 4 16.985520 38.629892
3 14 6.412935 21.071829
4 15 11.904832 31.718917
4 11 12.445688 24.598538
4 10 5.564848 20.867049
5 16 9.602359 44.001173
5 15 10.495891 68.078791
6 10 3.365828 52.346470
7 13 24.595908 12.337515
7 11 19.265496 36.816526
9 12 2.663204 40.882164
10 16 14.949966 8.712495
10 11 15.471191 11.359491
11 16 47.960964 25.188384
12 15 2.056126 33.087205
12 14 40.562689 14.407938
